site,barcode,fstation,sitetype,stratum,sdate,stime,fdate,ftime,pool,lcode,gear,period,rep,summary,project,effdist,effhr,effmin,pwrgoal,pwrused,volts,v_qf,amps,a_qf,pulses,p_qf,dutycyc,dc_qf,utmzone,utm_e,utm_n,gisgrid,zone15e,zone15n,gpsmeth,gpsacc,secchi,s_qf,temp,t_qf,depth,d_qf,cond,c_qf,current,cv_qf,do,do_qf,stageht,sh_qf,sveg92,vegd,eveg92,esveg92,substrt,snag,wingdyke,trib,riprap,inout,closing,flooded,othrstrc,labind,contanrs,shtcnt,totfishc,leader,pageno,rec_site,rownum,fishcode,length,tfs,grp_wdth,catch,weight,pathcode,subproj,userdef,recorder,nfsh_cnt,orphflag,batchno  
,14005464,4,0,"SCB","06/26/2009","09:45","06/26/2009","10:00","26","D10.RS","D",1,"",5,"M-",200,0,15,4680,4680,260,"",18,"",60,"",25,"",15,735370,4312685,73535.3127,735370,4312685,1,1,14,"",28.7,"",.4,"",556,"",.4,"",5.2,"","","","","","",0,1,"0","0","0","0","0","0","0","0","",0,"",77,"",1,1,47,"SVCP",475,"T","",1,1104,"","","","","","0","2706"
,14005464,4,0,"SCB","06/26/2009","09:45","06/26/2009","10:00","26","D10.RS","D",1,"",5,"M-",200,0,15,4680,4680,260,"",18,"",60,"",25,"",15,735370,4312685,73535.3127,735370,4312685,1,1,14,"",28.7,"",.4,"",556,"",.4,"",5.2,"","","","","","",0,1,"0","0","0","0","0","0","0","0","",0,"",77,"",1,1,48,"SVCP",394,"T","",1,666,"","","","","","0","2706"
,14005464,4,0,"SCB","06/26/2009","09:45","06/26/2009","10:00","26","D10.RS","D",1,"",5,"M-",200,0,15,4680,4680,260,"",18,"",60,"",25,"",15,735370,4312685,73535.3127,735370,4312685,1,1,14,"",28.7,"",.4,"",556,"",.4,"",5.2,"","","","","","",0,1,"0","0","0","0","0","0","0","0","",0,"",77,"",1,1,49,"SVCP",393,"T","",1,590,"","","","","","0","2706"
,14005464,4,0,"SCB","06/26/2009","09:45","06/26/2009","10:00","26","D10.RS","D",1,"",5,"M-",200,0,15,4680,4680,260,"",18,"",60,"",25,"",15,735370,4312685,73535.3127,735370,4312685,1,1,14,"",28.7,"",.4,"",556,"",.4,"",5.2,"","","","","","",0,1,"0","0","0","0","0","0","0","0","",0,"",77,"",1,1,50,"SVCP",480,"T","",1,1118,"","","","","","0","2706"
,14005465,4,0,"MCB-U","06/26/2009","11:30","06/26/2009","11:45","26","D1.RS","D",1,"",5,"M-",200,0,15,3880,3857,203,"",19,"",60,"",25,"",15,741470,4308735,74145.30875,741470,4308735,1,1,10,"",29.7,"",.9,"",386,"",.24,"",5.6,"","","","","","",0,2,"0","0","0","0","0","0","0","0","",0,"",43,"",1,1,32,"SVCP",180,"T",1,1,"","","","","","","0","2706"
,14005467,4,1,"MCB-U","06/26/2009","12:40","06/26/2009","12:55","26","A27A.RS","D",1,"",5,"M-",200,0,15,4720,4810,185,"",26,"",60,"",25,"",15,743220,4307985,74320.308,743220,4307985,1,1,12,"",29.7,"",.9,"",554,"",.64,"",5.3,"","","","","","",0,4,"0","0","0","1","0","0","0","0","",0,"",37,"",1,1,37,"SVCP",464,"T","",1,996,"2","","","","","0","2706"
,14005467,4,1,"MCB-U","06/26/2009","12:40","06/26/2009","12:55","26","A27A.RS","D",1,"",5,"M-",200,0,15,4720,4810,185,"",26,"",60,"",25,"",15,743220,4307985,74320.308,743220,4307985,1,1,12,"",29.7,"",.9,"",554,"",.64,"",5.3,"","","","","","",0,4,"0","0","0","1","0","0","0","0","",0,"",37,"",1,1,26,"SVCP",275,"T","",1,178,"","","","","","0","2706"
,14005467,4,1,"MCB-U","06/26/2009","12:40","06/26/2009","12:55","26","A27A.RS","D",1,"",5,"M-",200,0,15,4720,4810,185,"",26,"",60,"",25,"",15,743220,4307985,74320.308,743220,4307985,1,1,12,"",29.7,"",.9,"",554,"",.64,"",5.3,"","","","","","",0,4,"0","0","0","1","0","0","0","0","",0,"",37,"",1,1,27,"SVCP",265,"T","",1,154,"","","","","","0","2706"
,14005467,4,1,"MCB-U","06/26/2009","12:40","06/26/2009","12:55","26","A27A.RS","D",1,"",5,"M-",200,0,15,4720,4810,185,"",26,"",60,"",25,"",15,743220,4307985,74320.308,743220,4307985,1,1,12,"",29.7,"",.9,"",554,"",.64,"",5.3,"","","","","","",0,4,"0","0","0","1","0","0","0","0","",0,"",37,"",1,1,28,"SVCP",325,"T","",1,278,"","","","","","0","2706"
,14005467,4,1,"MCB-U","06/26/2009","12:40","06/26/2009","12:55","26","A27A.RS","D",1,"",5,"M-",200,0,15,4720,4810,185,"",26,"",60,"",25,"",15,743220,4307985,74320.308,743220,4307985,1,1,12,"",29.7,"",.9,"",554,"",.64,"",5.3,"","","","","","",0,4,"0","0","0","1","0","0","0","0","",0,"",37,"",1,1,29,"SVCP",338,"T","",1,347,"","","","","","0","2706"
,14005467,4,1,"MCB-U","06/26/2009","12:40","06/26/2009","12:55","26","A27A.RS","D",1,"",5,"M-",200,0,15,4720,4810,185,"",26,"",60,"",25,"",15,743220,4307985,74320.308,743220,4307985,1,1,12,"",29.7,"",.9,"",554,"",.64,"",5.3,"","","","","","",0,4,"0","0","0","1","0","0","0","0","",0,"",37,"",1,1,30,"SVCP",432,"T","",1,766,"","","","","","0","2706"
,14005467,4,1,"MCB-U","06/26/2009","12:40","06/26/2009","12:55","26","A27A.RS","D",1,"",5,"M-",200,0,15,4720,4810,185,"",26,"",60,"",25,"",15,743220,4307985,74320.308,743220,4307985,1,1,12,"",29.7,"",.9,"",554,"",.64,"",5.3,"","","","","","",0,4,"0","0","0","1","0","0","0","0","",0,"",37,"",1,1,33,"SVCP",436,"T","",1,786,"","","","","","0","2706"
,14005467,4,1,"MCB-U","06/26/2009","12:40","06/26/2009","12:55","26","A27A.RS","D",1,"",5,"M-",200,0,15,4720,4810,185,"",26,"",60,"",25,"",15,743220,4307985,74320.308,743220,4307985,1,1,12,"",29.7,"",.9,"",554,"",.64,"",5.3,"","","","","","",0,4,"0","0","0","1","0","0","0","0","",0,"",37,"",1,1,34,"SVCP",474,"T","",1,1072,"","","","","","0","2706"
,14005467,4,1,"MCB-U","06/26/2009","12:40","06/26/2009","12:55","26","A27A.RS","D",1,"",5,"M-",200,0,15,4720,4810,185,"",26,"",60,"",25,"",15,743220,4307985,74320.308,743220,4307985,1,1,12,"",29.7,"",.9,"",554,"",.64,"",5.3,"","","","","","",0,4,"0","0","0","1","0","0","0","0","",0,"",37,"",1,1,35,"SVCP",425,"T","",1,723,"","","","","","0","2706"
,14005467,4,1,"MCB-U","06/26/2009","12:40","06/26/2009","12:55","26","A27A.RS","D",1,"",5,"M-",200,0,15,4720,4810,185,"",26,"",60,"",25,"",15,743220,4307985,74320.308,743220,4307985,1,1,12,"",29.7,"",.9,"",554,"",.64,"",5.3,"","","","","","",0,4,"0","0","0","1","0","0","0","0","",0,"",37,"",1,1,36,"SVCP",403,"T","",1,624,"","","","","","0","2706"
,14005468,4,0,"MCB-U","06/26/2009","13:25","06/26/2009","13:40","26","D7.RS","D",1,"",5,"M-",200,0,15,4720,4810,185,"",26,"",60,"",25,"",15,744170,4307885,74415.3079,744170,4307885,1,1,12,"",29.7,"",1.9,"",554,"",.26,"",5.3,"","","","","","",0,4,"1","0","0","1","0","0","0","0","",0,"",82,"",1,1,57,"SVCP",450,"T",1,1,"","","","","","","0","2706"
,14005468,4,0,"MCB-U","06/26/2009","13:25","06/26/2009","13:40","26","D7.RS","D",1,"",5,"M-",200,0,15,4720,4810,185,"",26,"",60,"",25,"",15,744170,4307885,74415.3079,744170,4307885,1,1,12,"",29.7,"",1.9,"",554,"",.26,"",5.3,"","","","","","",0,4,"1","0","0","1","0","0","0","0","",0,"",82,"",1,1,58,"SVCP",370,"T",1,2,"","","","","","","0","2706"
,14005468,4,0,"MCB-U","06/26/2009","13:25","06/26/2009","13:40","26","D7.RS","D",1,"",5,"M-",200,0,15,4720,4810,185,"",26,"",60,"",25,"",15,744170,4307885,74415.3079,744170,4307885,1,1,12,"",29.7,"",1.9,"",554,"",.26,"",5.3,"","","","","","",0,4,"1","0","0","1","0","0","0","0","",0,"",82,"",1,1,59,"SVCP",400,"T",1,2,"","","","","","","0","2706"
,14005468,4,0,"MCB-U","06/26/2009","13:25","06/26/2009","13:40","26","D7.RS","D",1,"",5,"M-",200,0,15,4720,4810,185,"",26,"",60,"",25,"",15,744170,4307885,74415.3079,744170,4307885,1,1,12,"",29.7,"",1.9,"",554,"",.26,"",5.3,"","","","","","",0,4,"1","0","0","1","0","0","0","0","",0,"",82,"",1,1,60,"SVCP",460,"T",1,2,"","","","","","","0","2706"
,14005468,4,0,"MCB-U","06/26/2009","13:25","06/26/2009","13:40","26","D7.RS","D",1,"",5,"M-",200,0,15,4720,4810,185,"",26,"",60,"",25,"",15,744170,4307885,74415.3079,744170,4307885,1,1,12,"",29.7,"",1.9,"",554,"",.26,"",5.3,"","","","","","",0,4,"1","0","0","1","0","0","0","0","",0,"",82,"",1,1,61,"SVCP",430,"T",1,1,"","","","","","","0","2706"
,14005468,4,0,"MCB-U","06/26/2009","13:25","06/26/2009","13:40","26","D7.RS","D",1,"",5,"M-",200,0,15,4720,4810,185,"",26,"",60,"",25,"",15,744170,4307885,74415.3079,744170,4307885,1,1,12,"",29.7,"",1.9,"",554,"",.26,"",5.3,"","","","","","",0,4,"1","0","0","1","0","0","0","0","",0,"",82,"",1,1,62,"SVCP",440,"T",1,2,"","","","","","","0","2706"
,14005468,4,0,"MCB-U","06/26/2009","13:25","06/26/2009","13:40","26","D7.RS","D",1,"",5,"M-",200,0,15,4720,4810,185,"",26,"",60,"",25,"",15,744170,4307885,74415.3079,744170,4307885,1,1,12,"",29.7,"",1.9,"",554,"",.26,"",5.3,"","","","","","",0,4,"1","0","0","1","0","0","0","0","",0,"",82,"",1,1,63,"SVCP",420,"T",1,1,"","","","","","","0","2706"
,14005468,4,0,"MCB-U","06/26/2009","13:25","06/26/2009","13:40","26","D7.RS","D",1,"",5,"M-",200,0,15,4720,4810,185,"",26,"",60,"",25,"",15,744170,4307885,74415.3079,744170,4307885,1,1,12,"",29.7,"",1.9,"",554,"",.26,"",5.3,"","","","","","",0,4,"1","0","0","1","0","0","0","0","",0,"",82,"",1,1,64,"SVCP",410,"T",1,1,"","","","","","","0","2706"
,14005468,4,0,"MCB-U","06/26/2009","13:25","06/26/2009","13:40","26","D7.RS","D",1,"",5,"M-",200,0,15,4720,4810,185,"",26,"",60,"",25,"",15,744170,4307885,74415.3079,744170,4307885,1,1,12,"",29.7,"",1.9,"",554,"",.26,"",5.3,"","","","","","",0,4,"1","0","0","1","0","0","0","0","",0,"",82,"",1,1,65,"SVCP",270,"T",1,1,"","","","","","","0","2706"
,14005468,4,0,"MCB-U","06/26/2009","13:25","06/26/2009","13:40","26","D7.RS","D",1,"",5,"M-",200,0,15,4720,4810,185,"",26,"",60,"",25,"",15,744170,4307885,74415.3079,744170,4307885,1,1,12,"",29.7,"",1.9,"",554,"",.26,"",5.3,"","","","","","",0,4,"1","0","0","1","0","0","0","0","",0,"",82,"",1,1,66,"SVCP",390,"T",1,2,"","","","","","","0","2706"
,14005468,4,0,"MCB-U","06/26/2009","13:25","06/26/2009","13:40","26","D7.RS","D",1,"",5,"M-",200,0,15,4720,4810,185,"",26,"",60,"",25,"",15,744170,4307885,74415.3079,744170,4307885,1,1,12,"",29.7,"",1.9,"",554,"",.26,"",5.3,"","","","","","",0,4,"1","0","0","1","0","0","0","0","",0,"",82,"",1,1,67,"SVCP",470,"T",1,1,"","","","","","","0","2706"
,14005468,4,0,"MCB-U","06/26/2009","13:25","06/26/2009","13:40","26","D7.RS","D",1,"",5,"M-",200,0,15,4720,4810,185,"",26,"",60,"",25,"",15,744170,4307885,74415.3079,744170,4307885,1,1,12,"",29.7,"",1.9,"",554,"",.26,"",5.3,"","","","","","",0,4,"1","0","0","1","0","0","0","0","",0,"",82,"",1,1,68,"SVCP",310,"T",1,1,"","","","","","","0","2706"
,14005468,4,0,"MCB-U","06/26/2009","13:25","06/26/2009","13:40","26","D7.RS","D",1,"",5,"M-",200,0,15,4720,4810,185,"",26,"",60,"",25,"",15,744170,4307885,74415.3079,744170,4307885,1,1,12,"",29.7,"",1.9,"",554,"",.26,"",5.3,"","","","","","",0,4,"1","0","0","1","0","0","0","0","",0,"",82,"",1,1,69,"SVCP",280,"T",1,1,"","","","","","","0","2706"
,14005468,4,0,"MCB-U","06/26/2009","13:25","06/26/2009","13:40","26","D7.RS","D",1,"",5,"M-",200,0,15,4720,4810,185,"",26,"",60,"",25,"",15,744170,4307885,74415.3079,744170,4307885,1,1,12,"",29.7,"",1.9,"",554,"",.26,"",5.3,"","","","","","",0,4,"1","0","0","1","0","0","0","0","",0,"",82,"",1,1,70,"SVCP",250,"T",1,1,"","","","","","","0","2706"
,14005468,4,0,"MCB-U","06/26/2009","13:25","06/26/2009","13:40","26","D7.RS","D",1,"",5,"M-",200,0,15,4720,4810,185,"",26,"",60,"",25,"",15,744170,4307885,74415.3079,744170,4307885,1,1,12,"",29.7,"",1.9,"",554,"",.26,"",5.3,"","","","","","",0,4,"1","0","0","1","0","0","0","0","",0,"",82,"",1,1,56,"SVCP",410,"T",1,1,"","","","","","","0","2706"
,14005477,4,1,"MCB-U","06/22/2009","12:15","06/24/2009","10:55","26","B19A.RS","HL",1,"",5,"M-","",46,40,"","","","","","","","","","",15,715770,4310385,71575.3104,715770,4310385,1,1,12,"",25.8,"",3,"",403,"",.19,"",5.8,"","","","","","",0,4,"0","0","0","0","0","0","0","0","",0,"",21,"",1,1,8,"SVCP",480,"T",1,1,"","","","","","","0","2706"
,14005477,4,1,"MCB-U","06/22/2009","12:15","06/24/2009","10:55","26","B19A.RS","HL",1,"",5,"M-","",46,40,"","","","","","","","","","",15,715770,4310385,71575.3104,715770,4310385,1,1,12,"",25.8,"",3,"",403,"",.19,"",5.8,"","","","","","",0,4,"0","0","0","0","0","0","0","0","",0,"",21,"",1,1,9,"SVCP",520,"T",1,1,"","","","","","","0","2706"
,14005480,4,0,"SCB","06/29/2009","11:05","07/01/2009","10:20","26","HL15.RS","HL",1,"",5,"M-","",47,15,"","","","","","","","","","",15,726170,4314535,72615.31455,726170,4314535,1,2,12,"",28.1,"",2.2,"",356,"",.67,"",5.2,"","","","","","",0,2,"0","0","0","0","0","0","0","0","",0,"",32,"",1,1,19,"GSCP",760,"T",1,1,"","","","","","","0","2706"
,14005487,4,0,"IMP-S","07/02/2009","11:08","07/02/2009","11:23","26","D24.RS","D",1,"",5,"M-",200,0,15,3825,3840,160,"",24,"",60,"",25,"",15,745170,4305785,74515.3058,745170,4305785,1,2,29,"",26.9,"",.7,"",395,"",0,"",9.7,"","","","","","",0,3,"0","0","0","0","0","0","0","0","",0,"",51,"",1,1,1,"SVCP",564,"T","",1,1700,"","","","","","0","2706"
,14005487,4,0,"IMP-S","07/02/2009","11:08","07/02/2009","11:23","26","D24.RS","D",1,"",5,"M-",200,0,15,3825,3840,160,"",24,"",60,"",25,"",15,745170,4305785,74515.3058,745170,4305785,1,2,29,"",26.9,"",.7,"",395,"",0,"",9.7,"","","","","","",0,3,"0","0","0","0","0","0","0","0","",0,"",51,"",1,1,3,"SVCP",149,"T","",1,20,"","","","","","0","2706"
,14005487,4,0,"IMP-S","07/02/2009","11:08","07/02/2009","11:23","26","D24.RS","D",1,"",5,"M-",200,0,15,3825,3840,160,"",24,"",60,"",25,"",15,745170,4305785,74515.3058,745170,4305785,1,2,29,"",26.9,"",.7,"",395,"",0,"",9.7,"","","","","","",0,3,"0","0","0","0","0","0","0","0","",0,"",51,"",1,1,4,"SVCP",202,"T","",1,70,"","","","","","0","2706"
,14005487,4,0,"IMP-S","07/02/2009","11:08","07/02/2009","11:23","26","D24.RS","D",1,"",5,"M-",200,0,15,3825,3840,160,"",24,"",60,"",25,"",15,745170,4305785,74515.3058,745170,4305785,1,2,29,"",26.9,"",.7,"",395,"",0,"",9.7,"","","","","","",0,3,"0","0","0","0","0","0","0","0","",0,"",51,"",1,1,5,"SVCP",141,"T","",1,18,"","","","","","0","2706"
,14005487,4,0,"IMP-S","07/02/2009","11:08","07/02/2009","11:23","26","D24.RS","D",1,"",5,"M-",200,0,15,3825,3840,160,"",24,"",60,"",25,"",15,745170,4305785,74515.3058,745170,4305785,1,2,29,"",26.9,"",.7,"",395,"",0,"",9.7,"","","","","","",0,3,"0","0","0","0","0","0","0","0","",0,"",51,"",1,1,6,"SVCP",158,"T","",1,24,"","","","","","0","2706"
,14005487,4,0,"IMP-S","07/02/2009","11:08","07/02/2009","11:23","26","D24.RS","D",1,"",5,"M-",200,0,15,3825,3840,160,"",24,"",60,"",25,"",15,745170,4305785,74515.3058,745170,4305785,1,2,29,"",26.9,"",.7,"",395,"",0,"",9.7,"","","","","","",0,3,"0","0","0","0","0","0","0","0","",0,"",51,"",1,1,7,"SVCP",176,"T","",1,89,"","","","","","0","2706"
,14005487,4,0,"IMP-S","07/02/2009","11:08","07/02/2009","11:23","26","D24.RS","D",1,"",5,"M-",200,0,15,3825,3840,160,"",24,"",60,"",25,"",15,745170,4305785,74515.3058,745170,4305785,1,2,29,"",26.9,"",.7,"",395,"",0,"",9.7,"","","","","","",0,3,"0","0","0","0","0","0","0","0","",0,"",51,"",1,1,8,"SVCP",164,"T","",1,34,"","","","","","0","2706"
,14005487,4,0,"IMP-S","07/02/2009","11:08","07/02/2009","11:23","26","D24.RS","D",1,"",5,"M-",200,0,15,3825,3840,160,"",24,"",60,"",25,"",15,745170,4305785,74515.3058,745170,4305785,1,2,29,"",26.9,"",.7,"",395,"",0,"",9.7,"","","","","","",0,3,"0","0","0","0","0","0","0","0","",0,"",51,"",1,1,9,"SVCP",156,"T","",1,32,"","","","","","0","2706"
,14005487,4,0,"IMP-S","07/02/2009","11:08","07/02/2009","11:23","26","D24.RS","D",1,"",5,"M-",200,0,15,3825,3840,160,"",24,"",60,"",25,"",15,745170,4305785,74515.3058,745170,4305785,1,2,29,"",26.9,"",.7,"",395,"",0,"",9.7,"","","","","","",0,3,"0","0","0","0","0","0","0","0","",0,"",51,"",1,1,10,"SVCP",165,"T","",1,34,"","","","","","0","2706"
,14005487,4,0,"IMP-S","07/02/2009","11:08","07/02/2009","11:23","26","D24.RS","D",1,"",5,"M-",200,0,15,3825,3840,160,"",24,"",60,"",25,"",15,745170,4305785,74515.3058,745170,4305785,1,2,29,"",26.9,"",.7,"",395,"",0,"",9.7,"","","","","","",0,3,"0","0","0","0","0","0","0","0","",0,"",51,"",1,1,11,"SVCP",213,"T","",1,88,"","","","","","0","2706"
,14005487,4,0,"IMP-S","07/02/2009","11:08","07/02/2009","11:23","26","D24.RS","D",1,"",5,"M-",200,0,15,3825,3840,160,"",24,"",60,"",25,"",15,745170,4305785,74515.3058,745170,4305785,1,2,29,"",26.9,"",.7,"",395,"",0,"",9.7,"","","","","","",0,3,"0","0","0","0","0","0","0","0","",0,"",51,"",1,1,12,"SVCP",194,"T","",1,64,"","","","","","0","2706"
,14005487,4,0,"IMP-S","07/02/2009","11:08","07/02/2009","11:23","26","D24.RS","D",1,"",5,"M-",200,0,15,3825,3840,160,"",24,"",60,"",25,"",15,745170,4305785,74515.3058,745170,4305785,1,2,29,"",26.9,"",.7,"",395,"",0,"",9.7,"","","","","","",0,3,"0","0","0","0","0","0","0","0","",0,"",51,"",1,1,13,"SVCP",163,"T","",1,47,"","","","","","0","2706"
,14005487,4,0,"IMP-S","07/02/2009","11:08","07/02/2009","11:23","26","D24.RS","D",1,"",5,"M-",200,0,15,3825,3840,160,"",24,"",60,"",25,"",15,745170,4305785,74515.3058,745170,4305785,1,2,29,"",26.9,"",.7,"",395,"",0,"",9.7,"","","","","","",0,3,"0","0","0","0","0","0","0","0","",0,"",51,"",1,1,14,"SVCP",179,"T","",1,42,"","","","","","0","2706"
,14005487,4,0,"IMP-S","07/02/2009","11:08","07/02/2009","11:23","26","D24.RS","D",1,"",5,"M-",200,0,15,3825,3840,160,"",24,"",60,"",25,"",15,745170,4305785,74515.3058,745170,4305785,1,2,29,"",26.9,"",.7,"",395,"",0,"",9.7,"","","","","","",0,3,"0","0","0","0","0","0","0","0","",0,"",51,"",1,1,15,"SVCP",159,"T","",1,28,"","","","","","0","2706"
,14005487,4,0,"IMP-S","07/02/2009","11:08","07/02/2009","11:23","26","D24.RS","D",1,"",5,"M-",200,0,15,3825,3840,160,"",24,"",60,"",25,"",15,745170,4305785,74515.3058,745170,4305785,1,2,29,"",26.9,"",.7,"",395,"",0,"",9.7,"","","","","","",0,3,"0","0","0","0","0","0","0","0","",0,"",51,"",1,1,16,"SVCP",143,"T","",1,26,"","","","","","0","2706"
,14005487,4,0,"IMP-S","07/02/2009","11:08","07/02/2009","11:23","26","D24.RS","D",1,"",5,"M-",200,0,15,3825,3840,160,"",24,"",60,"",25,"",15,745170,4305785,74515.3058,745170,4305785,1,2,29,"",26.9,"",.7,"",395,"",0,"",9.7,"","","","","","",0,3,"0","0","0","0","0","0","0","0","",0,"",51,"",1,1,17,"SVCP",225,"T","",1,96,"","","","","","0","2706"
,14005487,4,0,"IMP-S","07/02/2009","11:08","07/02/2009","11:23","26","D24.RS","D",1,"",5,"M-",200,0,15,3825,3840,160,"",24,"",60,"",25,"",15,745170,4305785,74515.3058,745170,4305785,1,2,29,"",26.9,"",.7,"",395,"",0,"",9.7,"","","","","","",0,3,"0","0","0","0","0","0","0","0","",0,"",51,"",1,1,18,"SVCP",143,"T","",1,21,"","","","","","0","2706"
,14005487,4,0,"IMP-S","07/02/2009","11:08","07/02/2009","11:23","26","D24.RS","D",1,"",5,"M-",200,0,15,3825,3840,160,"",24,"",60,"",25,"",15,745170,4305785,74515.3058,745170,4305785,1,2,29,"",26.9,"",.7,"",395,"",0,"",9.7,"","","","","","",0,3,"0","0","0","0","0","0","0","0","",0,"",51,"",1,1,19,"SVCP",148,"T","",1,25,"","","","","","0","2706"
,14005487,4,0,"IMP-S","07/02/2009","11:08","07/02/2009","11:23","26","D24.RS","D",1,"",5,"M-",200,0,15,3825,3840,160,"",24,"",60,"",25,"",15,745170,4305785,74515.3058,745170,4305785,1,2,29,"",26.9,"",.7,"",395,"",0,"",9.7,"","","","","","",0,3,"0","0","0","0","0","0","0","0","",0,"",51,"",1,1,20,"SVCP",159,"T","",1,38,"","","","","","0","2706"
,14005487,4,0,"IMP-S","07/02/2009","11:08","07/02/2009","11:23","26","D24.RS","D",1,"",5,"M-",200,0,15,3825,3840,160,"",24,"",60,"",25,"",15,745170,4305785,74515.3058,745170,4305785,1,2,29,"",26.9,"",.7,"",395,"",0,"",9.7,"","","","","","",0,3,"0","0","0","0","0","0","0","0","",0,"",51,"",1,1,21,"SVCP",254,"T","",1,120,"","","","","","0","2706"
,14005487,4,0,"IMP-S","07/02/2009","11:08","07/02/2009","11:23","26","D24.RS","D",1,"",5,"M-",200,0,15,3825,3840,160,"",24,"",60,"",25,"",15,745170,4305785,74515.3058,745170,4305785,1,2,29,"",26.9,"",.7,"",395,"",0,"",9.7,"","","","","","",0,3,"0","0","0","0","0","0","0","0","",0,"",51,"",1,1,22,"SVCP",196,"T","",1,30,"","","","","","0","2706"
,14005487,4,0,"IMP-S","07/02/2009","11:08","07/02/2009","11:23","26","D24.RS","D",1,"",5,"M-",200,0,15,3825,3840,160,"",24,"",60,"",25,"",15,745170,4305785,74515.3058,745170,4305785,1,2,29,"",26.9,"",.7,"",395,"",0,"",9.7,"","","","","","",0,3,"0","0","0","0","0","0","0","0","",0,"",51,"",1,1,23,"SVCP",158,"T","",1,22,"","","","","","0","2706"
,14005487,4,0,"IMP-S","07/02/2009","11:08","07/02/2009","11:23","26","D24.RS","D",1,"",5,"M-",200,0,15,3825,3840,160,"",24,"",60,"",25,"",15,745170,4305785,74515.3058,745170,4305785,1,2,29,"",26.9,"",.7,"",395,"",0,"",9.7,"","","","","","",0,3,"0","0","0","0","0","0","0","0","",0,"",51,"",1,1,2,"SVCP",245,"T","",1,89,"","","","","","0","2706"
,14005488,4,0,"IMP-S","07/02/2009","11:58","07/02/2009","12:13","26","D22.RS","D",1,"",5,"M-",200,0,15,3811,3910,230,"",17,"",60,"",25,"",15,745020,4306235,74500.30625,745020,4306235,1,2,22,"",27,"",.5,"",392,"",0,"",9.7,"","","","","","",0,3,"0","0","0","1","0","0","0","0","",0,"",69,"",1,1,14,"SVCP",380,"T","",1,384,"","","","","","0","2706"
,14005489,4,0,"IMP-S","07/02/2009","12:37","07/02/2009","12:52","26","D21.RS","D",1,"",5,"M-",200,0,15,3811,3920,245,"",16,"",60,"",25,"",15,744820,4306335,74480.30635,744820,4306335,1,2,22,"",27,"",.7,"",392,"",0,"",9.7,"","","","","","",0,3,"0","0","0","0","0","0","0","0","",0,"",107,"",1,1,44,"SVCP",394,"T","",1,508,"","","","","","0","2706"
,14005489,4,0,"IMP-S","07/02/2009","12:37","07/02/2009","12:52","26","D21.RS","D",1,"",5,"M-",200,0,15,3811,3920,245,"",16,"",60,"",25,"",15,744820,4306335,74480.30635,744820,4306335,1,2,22,"",27,"",.7,"",392,"",0,"",9.7,"","","","","","",0,3,"0","0","0","0","0","0","0","0","",0,"",107,"",1,1,45,"SVCP",277,"T","",1,195,"","","","","","0","2706"
,14005489,4,0,"IMP-S","07/02/2009","12:37","07/02/2009","12:52","26","D21.RS","D",1,"",5,"M-",200,0,15,3811,3920,245,"",16,"",60,"",25,"",15,744820,4306335,74480.30635,744820,4306335,1,2,22,"",27,"",.7,"",392,"",0,"",9.7,"","","","","","",0,3,"0","0","0","0","0","0","0","0","",0,"",107,"",1,1,46,"SVCP",253,"T","",1,140,"","","","","","0","2706"
,14005489,4,0,"IMP-S","07/02/2009","12:37","07/02/2009","12:52","26","D21.RS","D",1,"",5,"M-",200,0,15,3811,3920,245,"",16,"",60,"",25,"",15,744820,4306335,74480.30635,744820,4306335,1,2,22,"",27,"",.7,"",392,"",0,"",9.7,"","","","","","",0,3,"0","0","0","0","0","0","0","0","",0,"",107,"",1,1,47,"SVCP",277,"T","",1,193,"","","","","","0","2706"
,14005489,4,0,"IMP-S","07/02/2009","12:37","07/02/2009","12:52","26","D21.RS","D",1,"",5,"M-",200,0,15,3811,3920,245,"",16,"",60,"",25,"",15,744820,4306335,74480.30635,744820,4306335,1,2,22,"",27,"",.7,"",392,"",0,"",9.7,"","","","","","",0,3,"0","0","0","0","0","0","0","0","",0,"",107,"",1,1,48,"SVCP",206,"T","",1,82,"","","","","","0","2706"
,14005489,4,0,"IMP-S","07/02/2009","12:37","07/02/2009","12:52","26","D21.RS","D",1,"",5,"M-",200,0,15,3811,3920,245,"",16,"",60,"",25,"",15,744820,4306335,74480.30635,744820,4306335,1,2,22,"",27,"",.7,"",392,"",0,"",9.7,"","","","","","",0,3,"0","0","0","0","0","0","0","0","",0,"",107,"",1,1,49,"SVCP",164,"T","",1,48,"","","","","","0","2706"
,14005489,4,0,"IMP-S","07/02/2009","12:37","07/02/2009","12:52","26","D21.RS","D",1,"",5,"M-",200,0,15,3811,3920,245,"",16,"",60,"",25,"",15,744820,4306335,74480.30635,744820,4306335,1,2,22,"",27,"",.7,"",392,"",0,"",9.7,"","","","","","",0,3,"0","0","0","0","0","0","0","0","",0,"",107,"",1,1,50,"SVCP",179,"T","",1,62,"","","","","","0","2706"
